,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn
3976,Female,0,No,No,4,No,No,No,No,No,No,No,Month-to-month,24.45,86.6,1
3111,Male,0,Yes,Yes,72,Yes,No,Yes,Yes,No,Yes,Yes,Two year,103.4,7372.65,1
4566,Male,0,Yes,No,68,Yes,No,Yes,No,Yes,Yes,Yes,One year,100.3,6754.35,0
6667,Female,0,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,79.55,723.4,1
2798,Male,0,No,No,10,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.9,1048.85,1
5409,Female,1,No,No,26,Yes,No,Yes,No,No,Yes,No,Month-to-month,89.15,2277.65,1
4307,Female,1,No,No,37,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.55,3580.3,1
6602,Female,0,Yes,Yes,40,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,96.35,3915.4,0
2148,Male,0,No,Yes,6,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.55,128.6,0
6382,Male,0,Yes,Yes,38,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,74.05,2802.3,0
1771,Male,1,No,No,13,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.5,1201.15,1
4640,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,70.0,70.0,1
3594,Female,0,No,No,9,No,No,Yes,No,No,No,Yes,Month-to-month,40.75,359.4,0
82,Female,0,Yes,No,7,Yes,No,No,Yes,No,No,No,Month-to-month,75.15,496.9,1
737,Male,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,101.0,7085.5,0
5889,Male,1,Yes,No,59,No,No,Yes,No,No,Yes,Yes,Month-to-month,50.25,2997.45,0
2153,Female,0,Yes,No,25,Yes,No,No,Yes,No,No,No,Month-to-month,74.6,1797.75,0
728,Female,1,No,No,30,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,91.7,2758.15,1
3402,Female,0,No,No,4,Yes,No,Yes,No,No,No,Yes,Month-to-month,88.95,355.2,1
5696,Male,0,Yes,No,22,Yes,Yes,No,No,Yes,No,No,Month-to-month,54.2,1152.7,1
5740,Male,0,Yes,Yes,69,No,Yes,No,Yes,Yes,No,No,Two year,39.1,2779.5,0
355,Female,0,No,No,10,Yes,No,No,No,No,No,Yes,Month-to-month,80.25,846.0,1
3918,Male,0,Yes,Yes,20,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.2,1776.55,1
6150,Male,0,No,No,32,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.05,2871.5,0
1530,Male,0,Yes,Yes,2,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,90.0,190.05,1
6509,Male,1,Yes,No,1,No,No,No,No,No,No,No,Month-to-month,25.05,25.05,1
6911,Female,0,Yes,Yes,57,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,1087.7,0
1960,Female,0,Yes,Yes,33,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,88.6,2888.7,0
5594,Female,0,Yes,Yes,23,Yes,No,No,No,No,Yes,No,Month-to-month,83.75,1849.95,0
1181,Male,1,No,No,21,Yes,No,No,Yes,No,Yes,No,Month-to-month,60.05,1236.15,1
6809,Male,1,Yes,No,4,Yes,No,No,No,No,No,No,Month-to-month,74.95,308.7,1
6653,Female,0,No,No,28,No,No,No,Yes,No,No,No,Month-to-month,29.75,790.7,0
926,Female,1,No,No,3,Yes,No,Yes,No,No,No,No,Month-to-month,79.4,205.05,1
3052,Male,0,Yes,No,37,Yes,Yes,No,No,No,No,No,Month-to-month,55.05,2030.75,0
964,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.7,45.7,1
2479,Male,0,Yes,Yes,56,Yes,Yes,Yes,No,Yes,No,Yes,Two year,75.85,4261.2,0
3551,Female,0,No,Yes,1,Yes,No,No,No,No,No,Yes,Month-to-month,79.6,79.6,1
45,Female,0,No,No,49,Yes,No,No,No,No,No,Yes,Month-to-month,84.5,3906.7,0
4467,Female,0,Yes,No,48,Yes,No,No,Yes,Yes,No,Yes,One year,69.55,3435.6,0
3671,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,75.1,75.1,1
3018,Male,1,No,No,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1672.15,0
1780,Female,0,No,Yes,18,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.15,390.85,1
3555,Male,0,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,85.25,1734.5,1
4792,Female,1,Yes,No,65,Yes,No,Yes,Yes,No,Yes,Yes,One year,106.25,6979.8,1
4938,Male,0,Yes,Yes,17,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,89.4,1539.45,1
5678,Female,0,No,Yes,1,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,60.0,60.0,1
4300,Female,0,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.6,605.25,0
168,Male,1,Yes,No,58,No,No,Yes,Yes,No,No,Yes,Month-to-month,45.3,2651.2,1
6169,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.9,44.9,1
27,Male,0,Yes,Yes,1,No,No,Yes,No,No,No,No,Month-to-month,30.2,30.2,1
4901,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,Month-to-month,74.7,74.7,1
3012,Male,0,Yes,Yes,54,Yes,Yes,Yes,No,Yes,No,No,Two year,65.65,3566.7,0
3692,Female,0,Yes,Yes,3,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,69.15,235.0,0
4812,Female,0,No,No,9,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,66.25,620.55,1
6683,Male,0,No,No,43,No,No,No,Yes,Yes,No,Yes,One year,44.15,1931.3,0
3170,Male,0,No,No,28,Yes,No,Yes,No,No,Yes,Yes,One year,100.2,2688.45,0
1699,Female,0,No,No,42,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.65,958.1,0
5918,Male,0,Yes,Yes,59,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.5,1147.85,0
298,Male,0,Yes,Yes,40,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,74.55,3015.75,0
1377,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,82.3,5815.15,0
4188,Female,1,No,No,28,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,103.3,2890.65,1
5341,Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,74.45,74.45,1
5919,Male,0,No,No,67,Yes,Yes,No,Yes,No,No,Yes,Two year,65.55,4361.55,0
2724,Male,0,Yes,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.95,1244.8,0
904,Male,0,Yes,Yes,67,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,81.35,5398.6,0
6245,Female,0,Yes,No,59,Yes,No,Yes,No,Yes,Yes,Yes,One year,80.1,4693.2,0
6531,Female,0,No,No,25,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,65.8,1679.65,0
758,Female,0,No,Yes,15,Yes,No,Yes,No,No,No,Yes,Month-to-month,85.9,1269.55,1
5629,Male,1,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,20.05,1
3050,Female,0,No,No,5,Yes,No,No,No,Yes,No,Yes,Month-to-month,85.4,425.9,1
6478,Female,0,Yes,No,60,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,110.8,6640.7,0
2818,Male,0,Yes,Yes,29,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,94.65,2649.15,1
1240,Male,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,536.35,0
5831,Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.8,809.75,1
6029,Male,0,No,No,4,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-month,94.9,360.55,0
4820,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,84.3,4916.4,0
700,Male,0,Yes,Yes,66,Yes,No,No,Yes,No,Yes,No,Two year,63.3,4189.7,0
7000,Female,0,No,No,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.55,1343.4,0
4535,Female,0,Yes,Yes,30,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,100.05,3046.15,1
5888,Female,0,Yes,Yes,49,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.6,4783.5,1
6689,Female,0,Yes,Yes,67,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,112.35,7388.45,0
349,Female,1,Yes,No,64,Yes,Yes,Yes,Yes,No,No,Yes,One year,97.0,6430.9,0
601,Male,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.95,47.7,0
3887,Male,0,No,No,11,Yes,No,Yes,No,No,No,No,Month-to-month,74.95,815.5,1
3260,Male,0,No,No,31,Yes,No,Yes,No,Yes,No,No,Month-to-month,78.45,2435.15,1
270,Female,1,No,No,16,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,94.45,1511.2,1
3682,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.1,69.1,1
4698,Female,1,Yes,No,66,Yes,No,Yes,Yes,No,Yes,Yes,Two year,80.55,5265.1,1
2965,Male,0,No,No,51,Yes,No,No,Yes,No,No,No,Month-to-month,80.0,4242.35,1
693,Female,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,75.1,270.7,1
3742,Female,0,No,No,41,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,106.5,4282.4,0
1073,Male,0,No,No,7,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.05,713.0,1
4100,Male,0,Yes,No,50,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.8,1013.2,0
5456,Female,0,No,No,13,No,No,Yes,No,No,No,No,Month-to-month,31.05,347.25,1
810,Male,0,No,No,58,Yes,No,Yes,Yes,No,Yes,Yes,One year,103.25,6017.65,1
3784,Male,1,No,No,35,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.4,3496.3,1
606,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,81.0,3084.9,0
3680,Male,0,Yes,No,9,No,No,No,No,Yes,Yes,No,Month-to-month,40.65,328.95,1
5599,Male,0,Yes,No,9,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,94.85,890.6,1
1597,Male,0,Yes,No,48,Yes,Yes,Yes,Yes,No,Yes,No,Two year,96.9,4473.45,0
864,Male,0,No,No,22,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.65,2104.55,1
5472,Male,0,Yes,Yes,24,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,81.0,1923.85,0
7017,Female,0,No,No,51,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.65,1020.75,0
3937,Female,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.15,68.45,0
2291,Female,0,No,No,4,Yes,No,No,No,No,Yes,No,Month-to-month,85.65,321.65,1
2192,Male,1,Yes,No,56,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,85.65,4824.45,0
5686,Male,1,No,No,6,Yes,Yes,No,No,No,Yes,No,Month-to-month,85.15,503.6,1
5857,Female,0,Yes,Yes,17,Yes,No,No,Yes,No,Yes,No,Month-to-month,88.25,1460.65,1
1363,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,92.0,6474.4,0
6491,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.2,69.2,1
3003,Male,0,No,Yes,27,Yes,No,No,No,Yes,No,No,Month-to-month,79.5,2180.55,1
1459,Female,0,No,No,60,Yes,No,Yes,Yes,No,Yes,Yes,Two year,99.65,5941.05,0
1213,Female,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.2,1412.65,0
6140,Female,0,No,No,3,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,58.0,0
5458,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,Month-to-month,51.0,354.05,1
5699,Male,0,No,No,15,Yes,No,No,Yes,No,Yes,No,Month-to-month,85.3,1219.85,0
5329,Female,0,Yes,No,25,No,No,No,No,No,Yes,No,Month-to-month,34.0,853.0,1
1094,Male,0,Yes,Yes,41,Yes,No,Yes,Yes,No,Yes,No,One year,68.5,2839.95,0
6475,Female,0,No,Yes,19,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,75.9,1375.6,0
1354,Female,0,No,No,18,Yes,No,No,No,Yes,Yes,No,Month-to-month,88.35,1639.3,1
5509,Female,0,No,Yes,5,Yes,No,No,No,No,No,No,Month-to-month,46.0,221.7,1
5418,Male,1,No,No,18,Yes,No,Yes,No,No,No,No,Month-to-month,80.55,1411.65,0
916,Female,1,No,No,23,Yes,Yes,No,No,No,No,No,Month-to-month,75.4,1643.55,0
5932,Male,0,Yes,No,5,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.45,498.1,1
4193,Male,0,No,No,10,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,208.25,0
1361,Male,0,No,No,4,Yes,No,Yes,No,No,No,No,Month-to-month,78.45,330.05,1
5098,Male,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,77.0,237.75,1
5475,Male,0,No,Yes,54,Yes,No,Yes,No,No,No,No,Month-to-month,55.0,3092.65,1
3267,Male,0,Yes,Yes,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,951.55,0
5937,Female,1,Yes,No,8,Yes,No,No,No,No,No,Yes,Month-to-month,84.0,613.4,1
6055,Female,0,No,No,6,Yes,No,No,No,No,No,Yes,Month-to-month,55.0,340.4,0
6978,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,80.7,5617.95,0
1985,Female,0,Yes,Yes,12,No,No,Yes,No,No,No,No,Month-to-month,29.2,309.1,1
1296,Female,1,No,No,20,Yes,No,No,No,No,Yes,No,Month-to-month,80.7,1614.2,0
6726,Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,70.75,154.85,1
1195,Female,1,Yes,No,20,Yes,No,Yes,No,No,No,Yes,Month-to-month,60.0,1259.35,0
2637,Female,0,Yes,Yes,36,No,Yes,No,Yes,Yes,No,No,Two year,40.65,1547.35,0
114,Female,0,Yes,Yes,64,No,No,Yes,No,Yes,Yes,Yes,Two year,54.6,3423.5,0
6965,Female,1,Yes,No,61,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,94.2,5895.45,0
4275,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.75,25.75,0
2451,Male,0,Yes,Yes,28,Yes,Yes,Yes,No,No,Yes,Yes,One year,106.1,2847.4,1
973,Male,1,Yes,No,44,No,No,Yes,No,No,No,No,Month-to-month,30.35,1359.7,1
4775,Female,0,Yes,No,24,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,99.3,2431.35,1
5809,Female,0,No,No,6,Yes,No,Yes,No,No,No,Yes,Month-to-month,85.95,514.6,0
1732,Male,1,Yes,Yes,61,Yes,No,Yes,No,No,Yes,Yes,One year,99.0,5969.3,0
6934,Male,0,Yes,No,71,Yes,No,Yes,No,Yes,Yes,Yes,Two year,104.15,7365.3,0
3593,Male,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,70.1,551.35,1
972,Male,0,No,No,58,Yes,No,Yes,Yes,Yes,Yes,No,Two year,70.1,4048.95,0
1380,Male,0,Yes,Yes,61,Yes,No,Yes,No,Yes,Yes,Yes,One year,98.45,6145.2,0
5078,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,No,Yes,One year,100.25,6689.0,0
484,Female,0,Yes,Yes,8,Yes,No,Yes,No,No,Yes,No,Month-to-month,83.55,680.05,1
4687,Male,0,Yes,No,22,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,94.7,1914.9,1
185,Female,0,Yes,No,1,No,No,No,No,No,No,No,Month-to-month,24.8,24.8,1
3143,Male,0,Yes,Yes,13,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-month,72.8,930.05,0
6261,Male,0,Yes,Yes,62,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.45,1297.35,0
4542,Female,1,Yes,No,32,Yes,No,No,Yes,No,No,No,Month-to-month,79.3,2570.0,0
490,Male,0,Yes,Yes,63,Yes,No,Yes,Yes,No,Yes,Yes,Two year,104.8,6597.25,0
1096,Female,0,Yes,No,7,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,81.25,580.1,0
47,Female,0,No,No,2,Yes,No,No,No,No,Yes,No,Month-to-month,80.65,144.15,1
4960,Male,1,No,No,50,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.7,4816.7,1
3426,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.8,69.8,1
723,Male,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,45.35,141.5,1
573,Male,0,Yes,No,56,Yes,No,Yes,No,No,Yes,Yes,One year,100.3,5614.45,1
161,Female,0,Yes,No,20,Yes,Yes,No,No,No,No,No,Month-to-month,82.4,1592.35,1
4578,Female,0,No,No,10,Yes,No,No,No,Yes,No,Yes,Month-to-month,60.95,629.55,0
5622,Male,0,No,No,23,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.05,2470.1,1
4771,Female,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,79.4,244.65,1
2033,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2,1
6767,Male,0,Yes,No,57,Yes,Yes,No,No,Yes,No,No,Month-to-month,55.7,3171.6,0
4762,Male,1,No,No,34,Yes,No,No,No,No,No,No,Month-to-month,69.15,2275.1,0
3543,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,105.6,7581.5,0
7024,Male,0,Yes,No,44,Yes,Yes,No,Yes,No,No,No,Month-to-month,84.8,3626.35,0
4761,Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.0,1738.9,0
2196,Female,0,Yes,Yes,19,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.2,382.2,0
798,Female,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.0,20.0,0
3861,Female,0,No,Yes,26,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,105.45,2715.3,0
4019,Male,0,No,No,14,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,100.55,1415.55,1
5219,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.6,20.6,0
3099,Female,0,No,No,17,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.15,353.65,0
5031,Male,0,Yes,Yes,9,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,101.5,906.85,0
515,Male,0,No,No,40,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.8,4131.95,1
6371,Female,0,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.15,553.0,0
4585,Female,1,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,85.05,85.05,1
2756,Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.95,20.95,1
4099,Female,0,No,No,6,No,Yes,No,No,No,No,No,Month-to-month,29.45,161.45,0
2175,Female,0,No,No,30,Yes,No,No,No,Yes,Yes,No,Month-to-month,85.15,2555.9,1
2815,Male,0,No,No,3,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,88.35,262.05,1
4854,Male,0,Yes,Yes,18,No,No,Yes,Yes,No,Yes,No,One year,46.4,812.4,0
2431,Male,1,No,No,2,No,No,No,No,No,No,No,Month-to-month,24.45,47.5,1
5342,Female,0,No,No,37,Yes,No,No,No,No,Yes,Yes,Month-to-month,64.75,2345.2,1
6738,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.35,20.35,0
3276,Female,0,No,No,4,Yes,No,No,No,No,No,Yes,Month-to-month,79.15,317.25,1
6429,Male,0,Yes,Yes,67,Yes,Yes,Yes,Yes,Yes,No,No,One year,69.35,4653.25,0
4997,Male,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,44.7,93.7,1
1837,Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,20.05,1
6144,Male,1,Yes,No,23,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,90.0,2024.1,0
3334,Female,0,No,No,41,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,106.3,4443.45,1
4982,Female,1,Yes,No,61,Yes,No,Yes,Yes,No,Yes,Yes,One year,104.4,6405.0,1
6792,Male,0,No,No,56,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.9,1334.0,1
2276,Female,1,Yes,No,44,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,104.15,4495.65,0
2049,Female,0,Yes,No,69,Yes,No,Yes,Yes,No,No,No,Month-to-month,85.4,5869.4,0
4292,Female,1,No,No,31,Yes,No,No,No,No,No,No,Month-to-month,73.9,2217.15,1
26,Male,0,Yes,Yes,47,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.35,4749.15,1
2900,Female,1,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,69.25,69.25,1
3240,Female,0,Yes,No,54,Yes,Yes,Yes,No,No,Yes,Yes,One year,106.55,5763.3,1
2012,Female,0,Yes,No,47,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,98.75,4533.7,1
546,Male,0,Yes,Yes,39,Yes,No,Yes,No,No,Yes,No,Month-to-month,86.3,3266.0,1
2776,Male,1,Yes,No,16,Yes,No,Yes,No,No,No,No,Month-to-month,74.3,1178.25,1
937,Female,0,No,No,6,Yes,Yes,No,No,No,No,No,Month-to-month,79.05,434.5,1
4320,Male,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.85,1539.75,0
5441,Female,0,Yes,No,70,Yes,Yes,No,Yes,Yes,No,No,Two year,65.3,4759.75,1
1572,Female,1,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,45.0,127.1,1
4090,Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,Month-to-month,49.9,49.9,0
5499,Male,1,No,No,15,Yes,No,No,No,No,No,Yes,Month-to-month,79.4,1156.1,1
1417,Female,1,No,No,18,Yes,No,Yes,No,No,No,No,Month-to-month,49.85,865.75,0
463,Male,0,No,No,7,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,99.8,673.25,1
4818,Male,1,Yes,No,64,Yes,Yes,No,Yes,No,No,No,One year,80.3,5017.7,0
5984,Male,0,Yes,No,14,Yes,No,No,No,No,No,Yes,Month-to-month,85.15,1139.2,1
4174,Female,0,No,No,37,No,No,No,No,Yes,No,No,Month-to-month,28.6,973.55,1
5852,Male,1,Yes,No,21,Yes,No,No,No,No,No,No,Month-to-month,69.1,1474.75,1
6527,Male,0,Yes,Yes,6,Yes,No,Yes,Yes,No,No,No,Month-to-month,55.3,324.25,1
6874,Female,0,Yes,No,31,Yes,No,No,No,Yes,No,No,Month-to-month,49.2,1498.55,0
5826,Female,0,Yes,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,79.35,79.35,1
5746,Female,0,No,No,10,Yes,No,Yes,No,No,No,No,Month-to-month,81.0,818.05,1
3725,Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.8,70.8,1
4281,Male,0,No,No,50,No,Yes,Yes,No,No,No,No,Month-to-month,35.0,1782.4,0
4958,Female,0,Yes,No,59,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,94.75,5597.65,0
6746,Female,0,Yes,Yes,4,Yes,No,Yes,No,Yes,No,No,Month-to-month,56.5,235.1,1
1517,Male,0,Yes,No,56,Yes,Yes,No,No,No,Yes,Yes,One year,100.55,5514.95,0
902,Male,0,No,No,17,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,93.85,1625.65,1
1248,Female,0,No,No,11,Yes,No,No,No,Yes,Yes,No,Month-to-month,90.15,987.95,1
5439,Male,1,No,No,32,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.15,3019.25,1
186,Male,0,No,No,20,Yes,No,Yes,No,No,No,No,Month-to-month,51.8,1023.85,0
2187,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,116.25,8564.75,0
1260,Male,0,No,No,2,Yes,No,Yes,No,No,No,No,Month-to-month,50.3,92.75,0
3586,Male,0,No,No,5,No,Yes,No,Yes,Yes,No,No,Month-to-month,40.0,223.45,1
3775,Male,1,No,No,41,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,98.4,4187.75,1
6818,Female,0,No,No,3,Yes,Yes,Yes,No,Yes,No,Yes,Two year,71.1,213.35,0
5133,Male,1,Yes,No,24,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.25,2433.9,1
1164,Female,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,82.7,5831.2,0
3065,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,45.8,45.8,0
5728,Female,0,No,No,13,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,89.4,1132.35,1
1305,Female,0,No,No,28,Yes,No,No,Yes,No,Yes,No,Month-to-month,59.55,1646.45,0
641,Female,0,Yes,Yes,43,Yes,No,No,No,No,Yes,No,Month-to-month,56.15,2499.3,1
2414,Female,0,Yes,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.2,507.9,0
3301,Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.6,69.6,1
5069,Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,75.35,338.1,1
953,Female,0,No,No,15,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,58.95,955.15,0
4868,Female,0,Yes,No,37,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.5,3762.0,1
576,Male,0,Yes,Yes,31,Yes,Yes,No,Yes,No,Yes,No,One year,98.05,3082.1,0
4450,Male,0,No,No,15,Yes,No,Yes,No,Yes,No,No,Month-to-month,58.6,939.7,1
3411,Male,1,Yes,No,53,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.9,5549.4,1
99,Female,1,Yes,No,25,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,98.5,2514.5,1
3259,Female,0,No,No,6,Yes,No,No,No,No,No,No,Month-to-month,70.55,433.95,0
333,Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,73.85,511.25,1
1153,Female,0,Yes,No,52,Yes,Yes,No,Yes,No,Yes,No,One year,64.3,3410.6,0
